iter	RMSE
548	0.4989350867
549	0.4974303157
550	0.4964538625
551	0.4944776327
552	0.49331564
553	0.4927907106
554	0.4908886359
555	0.4899093923
556	0.4878524378
557	0.4862087484
558	0.4846166235
559	0.4844560315
560	0.4825267403
561	0.4813730342
562	0.4796208791
563	0.4780548228
564	0.4766865395
565	0.4765400757
566	0.4754375253
567	0.4736552911
568	0.4724073649
569	0.4720385501
570	0.4718961121
571	0.4717376517
572	0.4706354463
573	0.4705225937
574	0.4696641224
575	0.4684514363
576	0.4663677035
577	0.4648805524
578	0.4636351664
579	0.4625940681
580	0.4612300423
581	0.4607356975
582	0.4601285285
583	0.458509308
584	0.4584066454
585	0.4583059858
586	0.4569011351
587	0.4560934854
588	0.4550347572
589	0.4548958584
590	0.4534632832
591	0.4530777972
592	0.4515808036
593	0.4505380237
594	0.4502967671
595	0.449949305
596	0.4486540833
597	0.4485418208
598	0.447060262
599	0.4451801435
600	0.4448106529
601	0.4435093052
602	0.4418659208
603	0.4411913926
604	0.4394457418
605	0.4392573869
606	0.4377827609
607	0.4376707242
608	0.4365227788
609	0.4352661032
610	0.4340340333
611	0.4331102255
612	0.4327227087
613	0.432550807
614	0.4316217414
615	0.4312030257
616	0.4300883846
617	0.4294567051
618	0.4278155413
619	0.4276805105
620	0.4265177877
621	0.4258183669
622	0.4242370222
623	0.4228799185
624	0.421200773
625	0.4210269512
626	0.4209023913
627	0.4190974025
628	0.417886862
629	0.416104464
630	0.4157199116
631	0.4142843036
632	0.4129803556
633	0.4123866883
634	0.4109202027
635	0.4095449495
636	0.4087435426
637	0.4067232507
638	0.4065829278
639	0.4052856299
640	0.4051659023
641	0.404789143
642	0.4031985121
643	0.4018559738
644	0.4004172692
645	0.3995504132
646	0.3994643877
647	0.3993692149
648	0.3984272658
649	0.3972542422
650	0.3971695522
651	0.3970594312
652	0.3969676416
653	0.3966947978
654	0.3956783835
655	0.3943503189
656	0.3936348374
657	0.3918875196
658	0.3907020642
659	0.3890514919
660	0.387608284
661	0.3859362838
662	0.3848381716
663	0.3838897578
664	0.3838116584
665	0.3837030388
666	0.3829613138
667	0.3828862358
668	0.3816536905
669	0.3801520636
670	0.3786338174
671	0.378146568
672	0.37723932
673	0.3761915567
674	0.3753572275
675	0.3745071446
676	0.3735968578
677	0.3725637024
678	0.3709100606
679	0.3695186565
680	0.369378426
681	0.3677891602
682	0.3668696236
683	0.3657282765
684	0.3655065569
685	0.3646751537
686	0.364598364
687	0.3638052155
688	0.3635155034
689	0.363269787
690	0.3619426112
691	0.3607860537
692	0.3599519384
693	0.3588397588
694	0.3587559761
695	0.3583893876
696	0.3570657059
697	0.3569676957
698	0.3565039397
699	0.3556802463
700	0.3546530582
701	0.3540607799
702	0.3524855015
703	0.3515374204
704	0.3507660027
705	0.3500510105
706	0.3494429626
707	0.349305791
708	0.3492262581
709	0.3488171137
710	0.3487394609
711	0.3480769469
712	0.347195388
713	0.3468903629
714	0.3458725438
715	0.3448574001
716	0.3440619032
717	0.3439951427
718	0.3427299596
719	0.3424319016
720	0.3418307583
721	0.3406223073
722	0.3401502714
723	0.3400944907
724	0.3394612909
725	0.3385879491
726	0.3368525336
727	0.3356456607
728	0.3347663549
729	0.3346860582
730	0.333412246
731	0.3325618435
732	0.3320704808
733	0.331059433
734	0.3296494205
735	0.3287520339
736	0.3278413046
737	0.3272069886
738	0.3263294305
739	0.3245663834
740	0.323692461
741	0.3230977816
742	0.3219043067
743	0.3207143444
744	0.3196382723
745	0.3188768051
746	0.3180787523
747	0.3178034963
748	0.3171640167
749	0.3169662181
750	0.3158753805
751	0.3154227677
752	0.3149778993
753	0.3142861915
754	0.3137276354
755	0.3125865154
756	0.3121999321
757	0.3119449655
758	0.3110290536
759	0.3109629621
760	0.3101786682
761	0.3099221984
762	0.3093587412
763	0.3092880344
764	0.3089164631
765	0.308694501
766	0.3079764322
767	0.306519626
768	0.305235707
769	0.3044806705
770	0.3035321883
771	0.3032702593
772	0.3022819513
773	0.3015877869
774	0.3011485936
775	0.3005490225
776	0.2993861954
777	0.2991171421
778	0.2987440233
779	0.2975754431
780	0.2975249609
781	0.2963842061
782	0.2962657669
783	0.2953729482
784	0.294250053
785	0.2927523501
786	0.2923684349
787	0.2921602209
788	0.2916444136
789	0.2911268463
790	0.2907518971
791	0.2906789221
792	0.2892242891
793	0.2891742969
794	0.2887048096
795	0.2881006991
796	0.2870537848
797	0.2859439615
798	0.2854297041
799	0.2853595923
800	0.2848659293
801	0.2844718178
802	0.2838145078
803	0.2836792963
804	0.2826646906
805	0.2822135327
806	0.2812315782
807	0.2807204128
808	0.2803758757
809	0.2801381524
810	0.2800215625
811	0.2792447723
812	0.2791293059
813	0.2790699785
814	0.2782865518
815	0.2777916698
816	0.2768532057
817	0.2762155279
818	0.2756332258
819	0.2749811359
820	0.2737322222
821	0.2731927382
822	0.272505032
823	0.2721780822
824	0.2712411169
825	0.2711164244
826	0.2705866474
827	0.2701313349
828	0.2691489398
829	0.2689384049
830	0.2683113685
831	0.2679566116
832	0.2671376187
833	0.2668067035
834	0.266129298
835	0.265068594
836	0.2647170128
837	0.2635382073
838	0.2634706191
839	0.2630479947
840	0.2625459785
841	0.2622248814
842	0.2614394754
843	0.2607056837
844	0.2601949508
845	0.2594119566
846	0.2589814001
847	0.2586671444
848	0.2580260107
849	0.2576075094
850	0.2572905424
851	0.2564603394
852	0.2557538802
853	0.254845092
854	0.2539397117
855	0.2533817949
856	0.2529966499
857	0.2522264082
858	0.2520303321
859	0.2519992781
860	0.251456558
861	0.2508366288
862	0.2503161385
863	0.2499910094
864	0.2499391601
865	0.2494503646
866	0.2490697493
867	0.2480339728
868	0.2472940286
869	0.2472314587
870	0.2462505064
871	0.2461126531
872	0.245518389
873	0.2451244471
874	0.2450748612
875	0.2447610885
876	0.2447145776
877	0.2442076932
878	0.2434712988
879	0.2431737518
880	0.2428963995
881	0.2421391471
882	0.2412149097
883	0.2408434604
884	0.2404729814
885	0.2399217407
886	0.2394845164
887	0.2383642022
888	0.2376102203
889	0.2370756611
890	0.2366613703
891	0.2359672849
892	0.2352512261
893	0.2347098255
894	0.2336750109
895	0.2328881214
896	0.2322477152
897	0.2310515723
898	0.2302174138
899	0.2298547526
900	0.2297429195
901	0.2294287968
902	0.2288930854
903	0.2287902872
904	0.2278807268
905	0.2269907843
906	0.2267822716
907	0.2261253378
908	0.2257979159
909	0.2253430725
910	0.2250394084
911	0.2240859572
912	0.2233788406
913	0.2230659016
914	0.2230187992
915	0.2225313795
916	0.2221971348
917	0.2219131173
918	0.2217634436
919	0.2214879316
920	0.2212031581
921	0.2206387213
922	0.2204718286
923	0.2202420935
924	0.2201586924
925	0.2198264198
926	0.2195884398
927	0.2190733937
928	0.2183568532
929	0.2181734986
930	0.2177082543
931	0.2169741848
932	0.2166473446
933	0.2163651472
934	0.2158590053
935	0.2151295018
936	0.2149278765
937	0.2147655242
938	0.2139698457
939	0.2134157686
940	0.2126673656
941	0.2124776233
942	0.2116546801
943	0.2108330784
944	0.2105215104
945	0.2100690112
946	0.2096360045
947	0.2093090625
948	0.2090519291
949	0.208373455
950	0.2073466192
951	0.2067681416
952	0.2062425828
953	0.2056343643
954	0.2055839417
955	0.2051381449
956	0.2050719055
957	0.204893108
958	0.2046743721
959	0.2042614847
960	0.2042206301
961	0.2039597296
962	0.2029725812
963	0.2027510087
964	0.2022801484
965	0.2018725449
966	0.2015542972
967	0.2007285216
968	0.2003691025
969	0.2001634717
970	0.1996954581
971	0.1993561181
972	0.1988925232
973	0.1979681803
974	0.1972446157
975	0.1968273564
976	0.1965579704
977	0.1962204265
978	0.1961831974
979	0.1955865074
980	0.1955331872
981	0.1953945806
982	0.1949828261
983	0.1949336113
984	0.1945680785
985	0.1943353104
986	0.1936863503
987	0.1928077873
988	0.1925916998
989	0.1922865152
990	0.1922503195
991	0.1915831116
992	0.1911083577
993	0.1904572395
994	0.1901475704
995	0.1899289761
996	0.1896674139
997	0.1896312831
998	0.188962634
999	0.1881108282
